objectid,parentid,title,photographer,date,date-is-approximate,description,item_information,postcard_type,subject,location,state,latitude,longitude,publisher,publisher_location,identifier,rights,source,rightsstatement,original format,type,format,language,filename,display_template,object_location,image_small,image_thumb
nwpostcards1520,nwpostcards1519,,,,,,,,,,,,,,,pg_9_14_09a,,,,,,image/jpeg,,pg_9_14_09a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_14_09a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_14_09a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_14_09a_th.jpg
nwpostcards1521,nwpostcards1519,,,,,,,,,,,,,,,pg_9_14_09a_b,,,,,,image/jpeg,,pg_9_14_09a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_14_09a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_14_09a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_14_09a_b_th.jpg
nwpostcards1522,,"Winter highway scene. Clarksfork, Idaho",,1930,yes,"Postcard of a highway covered in snow and ice near Clark Fork, Idaho.",,photographic postcard,highways; men; trees; ice; photographic postcards,"Clark Fork, Idaho",Idaho,48.136602,-116.170051,,,pg_9_14_10a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_14_10a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_14_10a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_14_10a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_14_10a_th.jpg
nwpostcards1523,,Great Loop on the C. M. & St. P. R. R.,,1920,yes,"Postcard of railroad tracks in a mountain pass. Possibly the Chicago, Milwaukee, St. Paul and Pacific Railroad (often referred to as the Milwaukee Road) in Idaho.",,picture postcard,railroads;  trains (vehicle groupings); mountains; trees; picture postcards,"Avery, Idaho",Idaho,47.227787,-115.267968,J.L. Robbins Co.,"Spokane, WA",pg_9_14_12a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_14_12a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_14_12a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_14_12a_th.jpg
nwpostcards1524,nwpostcards1523,,,,,,,,,,,,,,,pg_9_14_12a,,,,,,image/jpeg,,pg_9_14_12a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_14_12a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_14_12a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_14_12a_th.jpg
nwpostcards1525,nwpostcards1523,,,,,,,,,,,,,,,pg_9_14_12a_b,,,,,,image/jpeg,,pg_9_14_12a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_14_12a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_14_12a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_14_12a_b_th.jpg
nwpostcards1526,,McGowan Peak in the Stanley Basin.,Coy Poe,1970,yes,"Postcard of McGowan Peak in the Stanley Basin near Stanley, Idaho. | Located in Sawtooth National Recreation Area on Scenic 75 in Idaho. Picnic and camping areas are available.",,photographic postcard,trees; mountains; fences; snow; photographic postcards,"Stanley, Idaho",Idaho,44.240403,-115.004983,Ice Cave Co.,"Shoshone, ID",pg_9_14_06a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_14_06a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_14_06a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_14_06a_th.jpg
nwpostcards1527,nwpostcards1526,,,,,,,,,,,,,,,pg_9_14_06a,,,,,,image/jpeg,,pg_9_14_06a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_14_06a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_14_06a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_14_06a_th.jpg
nwpostcards1528,nwpostcards1526,,,,,,,,,,,,,,,pg_9_14_06a_b,,,,,,image/jpeg,,pg_9_14_06a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_14_06a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_14_06a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_14_06a_b_th.jpg
nwpostcards1529,,"Mt. Baldy and Round Top from St. Joe, Idaho",,1930,yes,"Postcard of Mt. Baldy and Round Top from St. Joe, Idaho.",,photographic postcard,buildings; houses; trees; roads; mountains; photographic postcards,"St. Maries, Idaho",Idaho,47.312468,-116.353673,,,pg_9_14_13a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_14_13a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_14_13a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_14_13a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_14_13a_th.jpg
nwpostcards1530,,Pep Band. University of Idaho. First annual Concert Tour.,,1930,yes,Postcard of the University of Idaho Pep Band.,,photographic postcard,men; students; bands (ensembles); ensembles (musical groups); musical instruments; instruments; photographic postcards,"Moscow, Idaho",Idaho,46.725823,-117.007839,,,pg_9_15_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_15_01.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_15_01.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_15_01_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_15_01_th.jpg
nwpostcards1531,,"Children's Home, Lewiston, Idaho.",,1914,yes,"Postcard of children and adults posing in front of the Children's Home in Lewiston, Idaho.",,photographic postcard,men; women; children; children's hospitals; hospitals (buildings for health facility); trees; buildings; photographic postcards,"Lewiston, Idaho",Idaho,46.414339,-117.01422,,,pg_9_15_03a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_15_03a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_15_03a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_15_03a_th.jpg
nwpostcards1532,nwpostcards1531,,,,,,,,,,,,,,,pg_9_15_03a,,,,,,image/jpeg,,pg_9_15_03a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_15_03a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_15_03a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_15_03a_th.jpg
nwpostcards1533,nwpostcards1531,,,,,,,,,,,,,,,pg_9_15_03a_b,,,,,,image/jpeg,,pg_9_15_03a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_15_03a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_15_03a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_15_03a_b_th.jpg
nwpostcards1534,,"Children's Home, Lewiston, Idaho.",,1930,yes,"Postcard of children and adults posing in front of the Children's Home in Lewiston, Idaho.",,picture postcard,men; women; children; children's hospitals; hospitals (buildings for health facility); trees; buildings; picture postcards,"Lewiston, Idaho",Idaho,46.414339,-117.01422,John W. Graham & Co.,"Spokane, WA",pg_9_15_03b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,pg_9_15_03b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_15_03b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_15_03b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_15_03b_th.jpg
nwpostcards1535,,"Lewiston Hill (on highway 95) above the seaports of Lewiston, Idaho-Clarkston, Washington",Will Haskins,1970,yes,"Postcard of Lewiston, Idaho and Clarkston, Washington and the confluence of the Clearwater and the Snake Rivers. | Long one of the west's great spectacles (the view will always be!) this tortuous road is being replaced by a new highway, out of view at left. 10 miles of continuous curves descent 2,000 vertical feet to Lewiston (Idaho's only seaport) and Clarkston, Washington (right). Two large rivers, the Clearwater (left) and Snake join in the scene. The area boasts the North-west's mildest year-around temperature.",written message,photographic postcard,rivers; cities; bridges; highways; mountains; automobiles; photographic postcards,"Lewiston, Idaho",Idaho,46.460314,-117.016396,Ross Hall Scenics,"Sandpoint, ID",pg_9_17_03a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_17_03a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_03a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_03a_th.jpg
nwpostcards1536,nwpostcards1535,,,,,,,,,,,,,,,pg_9_17_03a,,,,,,image/jpeg,,pg_9_17_03a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_03a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_03a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_03a_th.jpg
nwpostcards1537,nwpostcards1535,,,,,,,,,,,,,,,pg_9_17_03a_b,,,,,,image/jpeg,,pg_9_17_03a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_03a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_03a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_03a_b_th.jpg
nwpostcards1538,,"People dancing. Basque Colony. Boise, Idaho",,1970,yes,"Postcard of people dancing in Boise, Idaho. | The Basque Colony of Boise, Idaho is the largest in United States and they believe in perpetuating their Homeland customs, especially Dancing. Danny Ansotequi is being instructed in the first steps of the ""Jota"" by Toni Murelaga while Domingo Ansotegui on the Tambourine and Jim Jausoro on the Accordion provide that tantalizing Basque rhythm.",,photographic postcard,men; women; children; Basque; dance; trees; rivers; photographic postcards,"Boise, Idaho",Idaho,43.607576,-116.206033,H.W. Steward,"Boise, ID",pg_9_15_04a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_15_04a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_15_04a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_15_04a_th.jpg
nwpostcards1539,nwpostcards1538,,,,,,,,,,,,,,,pg_9_15_04a,,,,,,image/jpeg,,pg_9_15_04a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_15_04a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_15_04a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_15_04a_th.jpg
nwpostcards1540,nwpostcards1538,,,,,,,,,,,,,,,pg_9_15_04a_b,,,,,,image/jpeg,,pg_9_15_04a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_15_04a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_15_04a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_15_04a_b_th.jpg
nwpostcards1541,,"Meadow Valley Sheep Scene. Pacific & Idaho Northern Railway. Council(?), Idaho.",,1930,yes,Postcard of sheep grazing and drinking in a field.,,picture postcard,Ovis (genus); ponds; trees; fields (land); mountains; picture postcards,"Council, Idaho",Idaho,44.743198,-116.429384,Pacific Novelty Co.,"San Francisco, CA",pg_9_17_04a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_17_04a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_04a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_04a_th.jpg
nwpostcards1542,nwpostcards1541,,,,,,,,,,,,,,,pg_9_17_04a,,,,,,image/jpeg,,pg_9_17_04a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_04a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_04a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_04a_th.jpg
nwpostcards1543,nwpostcards1541,,,,,,,,,,,,,,,pg_9_17_04a_b,,,,,,image/jpeg,,pg_9_17_04a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_04a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_04a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_04a_b_th.jpg
nwpostcards1544,,"A young apple and peach orchard, Lewiston, Idaho.",,1911,yes,"Postcard of a man standing in an orchard near Lewiston, Idaho.",written message,picture postcard,orchards; men; trees; fences; picture postcards,"Lewiston, Idaho",Idaho,46.358198,-116.926355,Sprouse & Son,"Tacoma, WA",pg_9_17_06a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_17_06a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_06a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_06a_th.jpg
nwpostcards1545,nwpostcards1544,,,,,,,,,,,,,,,pg_9_17_06a,,,,,,image/jpeg,,pg_9_17_06a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_06a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_06a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_06a_th.jpg
nwpostcards1546,nwpostcards1544,,,,,,,,,,,,,,,pg_9_17_06a_b,,,,,,image/jpeg,,pg_9_17_06a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_06a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_06a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_06a_b_th.jpg
nwpostcards1547,,"Combined harvester, Moscow, Idaho.",,1920,yes,"Postcard of a combine harvesting grain in fields near Moscow, Idaho.",,picture postcard,combines; fields (land); Equus caballus (species); men; picture postcards,"Moscow, Idaho",Idaho,46.714253,-116.983777,Inland Printing Co.,"Spokane, WA",pg_9_16_01a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_16_01a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_01a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_01a_th.jpg
nwpostcards1548,nwpostcards1547,,,,,,,,,,,,,,,pg_9_16_01a,,,,,,image/jpeg,,pg_9_16_01a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_16_01a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_01a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_01a_th.jpg
nwpostcards1549,nwpostcards1547,,,,,,,,,,,,,,,pg_9_16_01a_b,,,,,,image/jpeg,,pg_9_16_01a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_16_01a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_01a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_01a_b_th.jpg
nwpostcards1550,,"First pack train on summit of Mt. Baldy near St. Joe, Idaho.",,1910,yes,Postcard of a pack train on the summit of Mt. Baldy.,"written message; postage applied; Postmark: 1/14/1910, Spokane, WA; Destination: Steptoe, WA",picture postcard,Equus caballus (species); mountains; trees; men; picture postcards,"Mt. Baldy; St. Joe, Idaho",Idaho,47.312468,-116.353673,Spokane Post Card Co.,"Spokane, WA",pg_9_17_08a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_17_08a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_08a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_08a_th.jpg
nwpostcards1551,nwpostcards1550,,,,,,,,,,,,,,,pg_9_17_08a,,,,,,image/jpeg,,pg_9_17_08a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_08a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_08a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_08a_th.jpg
nwpostcards1552,nwpostcards1550,,,,,,,,,,,,,,,pg_9_17_08a_b,,,,,,image/jpeg,,pg_9_17_08a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_08a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_08a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_08a_b_th.jpg
nwpostcards1553,,Combined harvester.,,1910,yes,"Postcard of a horse drawn combine harvesting grain in fields near Moscow, Idaho.",,photographic postcard,combines; fields (land); Equus caballus (species); men; photographic postcards,"Moscow, Idaho",Idaho,46.75327,-116.9451,Inland Printing Co.,"Spokane, WA",pg_9_16_01b,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_16_01b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_01b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_01b_th.jpg
nwpostcards1554,nwpostcards1553,,,,,,,,,,,,,,,pg_9_16_01b,,,,,,image/jpeg,,pg_9_16_01b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_16_01b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_01b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_01b_th.jpg
nwpostcards1555,nwpostcards1553,,,,,,,,,,,,,,,pg_9_16_01b_b,,,,,,image/jpeg,,pg_9_16_01b_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_16_01b_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_01b_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_01b_b_th.jpg
nwpostcards1556,,Warren T. Shepperd homestead S.W. of Plummer.,,1920,yes,"Postcard of the Warren T. Shepperd homestead southwest of Plummer, Idaho.",,photographic postcard,trees;  Equus caballus (species); homesteads; photographic postcards,"Plummer, Idaho",Idaho,47.311017,-116.913871,,,pg_9_16_01,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_16_01.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_16_01.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_01_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_01_th.jpg
nwpostcards1557,,Picturesque Palouse.,Hendrik Juve,1970,yes,"Postcard of the rolling hills of the Palouse near Moscow, Idaho. | The land of the Palouse is known for beautiful landscapes and fabulous yields. Wheat and dry edible peas are raised in record yields. The Palouse is located in Idaho, surrounding Moscow, and in Southeast Washington.",,photographic postcard,fields (land); mountains; clouds; hills; photographic postcards,"Moscow, Idaho",Idaho,46.702908,-116.989732,Ross Hall Studio,"Sandpoint, ID",pg_9_16_02a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_16_02a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_02a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_02a_th.jpg
nwpostcards1558,nwpostcards1557,,,,,,,,,,,,,,,pg_9_16_02a,,,,,,image/jpeg,,pg_9_16_02a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_16_02a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_02a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_02a_th.jpg
nwpostcards1559,nwpostcards1557,,,,,,,,,,,,,,,pg_9_16_02a_b,,,,,,image/jpeg,,pg_9_16_02a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_16_02a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_02a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_02a_b_th.jpg
nwpostcards1560,,Washington harvest scene,,1950,yes,"Postcard of a horse drawn combine harvesting grain in fields near Pullman, Washington.",,picture postcard,combines; fields (land); Equus caballus (species); men; picture postcards,"Pullman, Washington",Washington,46.781607,-117.166371,J.L. Robbins Co.,"Spokane, WA",pg_9_16_03a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,pg_9_16_03a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_16_03a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_03a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_03a_th.jpg
nwpostcards1561,,Combined harvester in eastern Washington,,1930,yes,Postcard of a horse drawn combine harvesting grain in fields in Eastern Washington.,,picture postcard,combines; fields (land); Equus caballus (species); men; picture postcards,"Colfax, Washington",Washington,46.846045,-117.460685,Portland Post Card Co.,"Seattle, WA; Portland, OR",pg_9_16_04a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,pg_9_16_04a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_16_04a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_16_04a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_16_04a_th.jpg
